"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Computer Peripherals","Emporia","Small Pack","1938","Franklin Spencer","Corporate","Technology","TDK 4.7GB DVD-R","2011-06-15","88873","Low","66801","Central","21208","2011-06-22","Regular Air","Kansas","1.00%","-222.50%","1","1","41.00%","($27)","$12 ","$2 ","$10 "
"Envelopes","Emporia","Small Box","1938","Franklin Spencer","Corporate","Office Supplies","Airmail Envelopes","2012-07-18","88875","Medium","66801","Central","21141","2012-07-20","Regular Air","Kansas","0.00%","-47.40%","1","1","38.00%","($44)","$93 ","$20 ","$84 "
"Telephones and Communication","Emporia","Wrap Bag","1938","Franklin Spencer","Corporate","Technology","Accessory4","2012-09-13","88876","Critical","66801","Central","22307","2012-09-15","Regular Air","Kansas","8.00%","-7.00%","1","22","85.00%","($107)","$1,524 ","$1 ","$86 "
"Envelopes","Emporia","Small Box","1938","Franklin Spencer","Corporate","Office Supplies","Tyvek  Top-Opening Peel  and  Seel Envelopes, Plain White","2013-07-16","88877","Medium","66801","Central","19356","2013-07-17","Regular Air","Kansas","2.00%","69.00%","1","18","38.00%","$349 ","$506 ","$8 ","$27 "
"Binders and Binder Accessories","Emporia","Small Box","1938","Franklin Spencer","Corporate","Office Supplies","Wilson Jones DublLock D-Ring Binders","2013-11-20","88878","Critical","66801","Central","19837","2013-11-22","Regular Air","Kansas","1.00%","43.60%","1","23","35.00%","$72 ","$166 ","$3 ","$7 "
"Telephones and Communication","Clearfield","Small Pack","1939","Ruby Hawkins","Corporate","Technology","Accessory8","2012-02-21","88874","Medium","84015","West","18744","2012-02-23","Regular Air","Utah","4.00%","-40.40%","1","2","39.00%","($61)","$150 ","$1 ","$86 "
"Telephones and Communication","Clearfield","Medium Box","1939","Ruby Hawkins","Corporate","Technology","Bell Sonecor JB700 Caller ID","2012-02-21","88874","Medium","84015","West","18745","2012-02-24","Regular Air","Utah","5.00%","-139.00%","1","11","60.00%","($108)","$78 ","$5 ","$8 "
"Telephones and Communication","Clearfield","Small Box","1939","Ruby Hawkins","Corporate","Technology","i470","2012-02-21","88874","Medium","84015","West","18746","2012-02-22","Regular Air","Utah","1.00%","-425.60%","1","1","56.00%","($797)","$187 ","$5 ","$206 "
"Scissors, Rulers and Trimmers","Draper","Small Pack","1940","Eileen McDonald","Corporate","Office Supplies","Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8 Cut","2010-03-22","88870","Medium","84020","West","23550","2010-03-24","Regular Air","Utah","8.00%","-351.50%","1","1","58.00%","($29)","$8 ","$8 ","$7 "
"Appliances","Draper","Medium Box","1940","Eileen McDonald","Corporate","Office Supplies","Honeywell Quietcare HEPA Air Cleaner","2010-04-19","88871","Low","84020","West","25531","2010-04-26","Regular Air","Utah","0.00%","69.00%","1","7","52.00%","$386 ","$559 ","$14 ","$79 "
"Chairs  and  Chairmats","Draper","Jumbo Drum","1940","Eileen McDonald","Corporate","Furniture","Global High-Back Leather Tilter, Burgundy","2010-04-19","88871","Low","84020","West","25532","2010-04-24","Delivery Truck","Utah","8.00%","-153.60%","1","10","74.00%","($1,868)","$1,217 ","$70 ","$123 "
"Computer Peripherals","Draper","Small Pack","1940","Eileen McDonald","Corporate","Technology","Memorex 4.7GB DVD-RAM, 3/Pack","2011-03-27","88872","Critical","84020","West","26203","2011-03-29","Regular Air","Utah","4.00%","69.00%","1","11","42.00%","$236 ","$342 ","$2 ","$32 "
"Binders and Binder Accessories","Pine Bluff","Small Box","1942","Bruce Murray","Consumer","Office Supplies","Mead 1st Gear 2 Zipper Binder, Asst. Colors","2012-02-23","88431","Medium","71603","South","18553","2012-02-25","Regular Air","Arkansas","1.00%","62.50%","1","8","35.00%","$65 ","$105 ","$1 ","$13 "
"Storage  and  Organization","Pine Bluff","Small Box","1942","Bruce Murray","Consumer","Office Supplies","Acco Perma 2700 Stacking Storage Drawers","2013-09-30","88433","Low","71603","South","19187","2013-10-05","Regular Air","Arkansas","0.00%","7.40%","1","16","70.00%","$36 ","$484 ","$7 ","$30 "
"Bookcases","Rogers","Jumbo Box","1943","Larry Hahn","Consumer","Furniture","OSullivan 3-Shelf Heavy-Duty Bookcases","2011-01-26","88430","Low","72756","South","21504","2011-02-02","Delivery Truck","Arkansas","4.00%","-21.30%","1","2","61.00%","($26)","$122 ","$37 ","$58 "
"Office Furnishings","Rogers","Large Box","1943","Larry Hahn","Consumer","Furniture","Electrix Fluorescent Magnifier Lamps  and  Weighted Base","2013-01-04","88432","Low","72756","South","23588","2013-01-08","Regular Air","Arkansas","2.00%","17.70%","1","4","57.00%","$35 ","$198 ","$10 ","$49 "
"Paper","Monroeville","Small Box","1945","Oscar Swain","Consumer","Office Supplies","Xerox 1922","2013-07-12","86337","Critical","15146","East","18090","2013-07-13","Regular Air","Pennsylvania","3.00%","-201.70%","1","5","36.00%","($54)","$27 ","$7 ","$5 "
"Paper","Monroeville","Small Box","1945","Oscar Swain","Consumer","Office Supplies","Xerox 1984","2013-07-12","86337","Critical","15146","East","18091","2013-07-13","Regular Air","Pennsylvania","5.00%","-154.30%","1","2","36.00%","($25)","$16 ","$9 ","$6 "
"Storage  and  Organization","Monroeville","Large Box","1945","Oscar Swain","Consumer","Office Supplies","Eldon Base for stackable storage shelf, platinum","2013-07-12","86337","Critical","15146","East","18092","2013-07-12","Express Air","Pennsylvania","5.00%","-197.00%","1","11","80.00%","($831)","$422 ","$35 ","$39 "
"Office Furnishings","Mount Lebanon","Medium Box","1946","Teresa Wallace","Consumer","Furniture","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","2010-01-26","86331","Medium","15228","East","20371","2010-01-28","Regular Air","Pennsylvania","8.00%","-181.50%","1","12","74.00%","($1,921)","$1,058 ","$56 ","$91 "
"Paper","Mount Lebanon","Small Box","1946","Teresa Wallace","Consumer","Office Supplies","Xerox 1947","2010-01-26","86331","Medium","15228","East","20372","2010-01-28","Regular Air","Pennsylvania","7.00%","-203.00%","1","3","40.00%","($37)","$18 ","$5 ","$6 "
"Tables","Mount Lebanon","Jumbo Box","1946","Teresa Wallace","Consumer","Furniture","Iceberg OfficeWorks 42 Round Tables","2011-06-16","86332","Critical","15228","East","22183","2011-06-18","Delivery Truck","Pennsylvania","8.00%","-24.90%","1","8","75.00%","($292)","$1,171 ","$39 ","$151 "
"Storage  and  Organization","Mount Lebanon","Jumbo Drum","1946","Teresa Wallace","Home Office","Office Supplies","Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish","2011-12-01","86333","Critical","15228","East","18266","2011-12-02","Delivery Truck","Pennsylvania","0.00%","16.20%","1","15","65.00%","$930 ","$5,721 ","$99 ","$371 "
"Pens  and  Art Supplies","Mount Lebanon","Wrap Bag","1946","Teresa Wallace","Home Office","Office Supplies","Newell 336","2012-07-13","86334","Medium","15228","East","19922","2012-07-14","Regular Air","Pennsylvania","10.00%","29.80%","1","10","56.00%","$12 ","$40 ","$1 ","$4 "
"Computer Peripherals","Mount Lebanon","Small Box","1946","Teresa Wallace","Home Office","Technology","Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray","2013-03-02","86335","Low","15228","East","25968","2013-03-09","Express Air","Pennsylvania","5.00%","69.00%","1","4","45.00%","$225 ","$326 ","$6 ","$83 "
"Paper","Mount Lebanon","Small Box","1946","Teresa Wallace","Home Office","Office Supplies","Xerox 1907","2013-03-13","86336","Medium","15228","East","22174","2013-03-15","Regular Air","Pennsylvania","5.00%","35.00%","1","5","38.00%","$21 ","$60 ","$5 ","$12 "
"Computer Peripherals","Billings","Small Box","1948","Angela Alston","Corporate","Technology","Adesso Programmable 142-Key Keyboard","2011-04-20","90416","Low","59102","West","19640","2011-04-24","Regular Air","Montana","3.00%","34.10%","1","12","79.00%","$611 ","$1,793 ","$4 ","$152 "
"Storage  and  Organization","Billings","Small Box","1948","Angela Alston","Corporate","Office Supplies","2300 Heavy-Duty Transfer File Systems by Perma","2011-04-20","90416","Low","59102","West","19641","2011-04-27","Express Air","Montana","1.00%","-28.40%","1","7","66.00%","($50)","$177 ","$9 ","$25 "
"Tables","Bozeman","Jumbo Box","1949","Dana Waller","Small Business","Furniture","Bush Advantage Collection Racetrack Conference Table","2010-08-01","90415","Low","59715","West","21762","2010-08-05","Delivery Truck","Montana","5.00%","-4.30%","1","12","67.00%","($213)","$4,935 ","$110 ","$424 "
"Appliances","Bozeman","Medium Box","1949","Dana Waller","Small Business","Office Supplies","Holmes Odor Grabber","2011-10-11","90418","Medium","59715","West","20465","2011-10-12","Regular Air","Montana","2.00%","1.10%","1","13","52.00%","$2 ","$200 ","$7 ","$14 "
"Binders and Binder Accessories","Bozeman","Small Box","1949","Dana Waller","Small Business","Office Supplies","Staples General Use 3-Ring Binders","2012-11-19","90419","Critical","59715","West","21553","2012-11-21","Regular Air","Montana","9.00%","19.80%","1","1","37.00%","$1 ","$3 ","$1 ","$2 "
"Telephones and Communication","Bozeman","Small Pack","1949","Dana Waller","Corporate","Technology","Accessory13","2013-07-03","90420","Medium","59715","West","22184","2013-07-04","Regular Air","Montana","6.00%","69.00%","1","17","57.00%","$358 ","$518 ","$1 ","$36 "
"Paper","Bozeman","Small Box","1949","Dana Waller","Corporate","Office Supplies","Xerox 1887","2013-09-29","90421","Critical","59715","West","20290","2013-09-30","Regular Air","Montana","3.00%","-15.10%","1","2","37.00%","($6)","$40 ","$5 ","$19 "
"Telephones and Communication","Bozeman","Wrap Bag","1949","Dana Waller","Corporate","Technology","Accessory34","2013-09-29","90421","Critical","59715","West","20291","2013-10-02","Regular Air","Montana","3.00%","64.80%","1","19","55.00%","$899 ","$1,387 ","$1 ","$86 "
"Paper","Butte","Small Box","1950","Leslie Shannon","Small Business","Office Supplies","Xerox 1986","2010-07-06","90414","Not Specified","59750","West","24793","2010-07-08","Regular Air","Montana","1.00%","-30.30%","1","7","37.00%","($15)","$51 ","$5 ","$7 "
"Pens  and  Art Supplies","Butte","Small Pack","1950","Leslie Shannon","Small Business","Office Supplies","Boston KS Multi-Size Manual Pencil Sharpener","2011-08-23","90417","Low","59750","West","25073","2011-08-28","Regular Air","Montana","9.00%","-8.10%","1","17","57.00%","($30)","$370 ","$9 ","$23 "
"Appliances","Butte","Medium Box","1950","Leslie Shannon","Corporate","Office Supplies","3M Office Air Cleaner","2013-07-03","90420","Medium","59750","West","22185","2013-07-06","Regular Air","Montana","2.00%","69.00%","1","15","50.00%","$267 ","$388 ","$5 ","$26 "
"Office Furnishings","Butte","Small Box","1950","Leslie Shannon","Corporate","Furniture","Eldon Expressions Mahogany Wood Desk Collection","2013-07-03","90420","Medium","59750","West","22186","2013-07-05","Regular Air","Montana","3.00%","-68.40%","1","7","60.00%","($31)","$46 ","$5 ","$6 "
"Paper","Peachtree City","Small Box","1952","Elsie Dodson","Corporate","Office Supplies","Xerox 1978","2012-05-28","88343","Not Specified","30269","South","19719","2012-05-29","Regular Air","Georgia","3.00%","21.90%","1","14","36.00%","$18 ","$81 ","$6 ","$6 "
"Storage  and  Organization","Peachtree City","Small Box","1952","Elsie Dodson","Corporate","Office Supplies","Pizazz Global Quick File","2012-05-28","88343","Not Specified","30269","South","19720","2012-05-29","Regular Air","Georgia","0.00%","25.80%","1","5","57.00%","$21 ","$81 ","$8 ","$15 "
"Paper","Peachtree City","Small Box","1952","Elsie Dodson","Corporate","Office Supplies","Xerox 1881","2012-06-16","88344","Low","30269","South","18517","2012-06-25","Regular Air","Georgia","8.00%","-194.20%","1","10","38.00%","($224)","$116 ","$6 ","$12 "
"Office Machines","Peachtree City","Jumbo Drum","1952","Elsie Dodson","Corporate","Technology","Epson FX-2180 Wide Format Dot Matrix Printer","2013-12-02","88346","Critical","30269","South","18823","2013-12-04","Delivery Truck","Georgia","6.00%","-0.30%","1","16","57.00%","($28)","$9,158 ","$15 ","$597 "
"Computer Peripherals","Red Wing","Small Pack","1953","Penny Rose","Corporate","Technology","Imation 3.5 Unformatted DS/HD Diskettes, 10/Box","2012-02-16","88341","Low","55066","Central","25410","2012-02-18","Regular Air","Minnesota","9.00%","-276.60%","1","5","69.00%","($100)","$36 ","$6 ","$7 "
"Pens  and  Art Supplies","Red Wing","Wrap Bag","1953","Penny Rose","Corporate","Office Supplies","Newell 307","2012-03-07","88342","High","55066","Central","19961","2012-03-08","Express Air","Minnesota","0.00%","14.80%","1","3","57.00%","$1 ","$7 ","$1 ","$2 "
"Appliances","Red Wing","Small Box","1953","Penny Rose","Corporate","Office Supplies","Hoover Replacement Belts For Soft Guard  and  Commercial Ltweight Upright Vacs, 2/Pk","2012-05-28","88343","Not Specified","55066","Central","19721","2012-05-30","Regular Air","Minnesota","8.00%","-247.60%","1","18","59.00%","($167)","$67 ","$5 ","$4 "
"Paper","Red Wing","Small Box","1953","Penny Rose","Corporate","Office Supplies","IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case","2012-11-23","88345","High","55066","Central","23106","2012-11-24","Regular Air","Minnesota","6.00%","8.60%","1","2","40.00%","$6 ","$69 ","$6 ","$31 "
"Binders and Binder Accessories","Red Wing","Small Box","1953","Penny Rose","Corporate","Office Supplies","Binder Posts","2013-12-16","88347","Not Specified","55066","Central","22713","2013-12-18","Regular Air","Minnesota","5.00%","-23.00%","1","23","39.00%","($31)","$133 ","$5 ","$6 "
"Office Machines","Red Wing","Jumbo Drum","1953","Penny Rose","Corporate","Technology","Epson DFX5000+ Dot Matrix Printer","2013-12-16","88347","Not Specified","55066","Central","22714","2013-12-18","Delivery Truck","Minnesota","1.00%","-75.70%","1","1","57.00%","($1,136)","$1,501 ","$30 ","$1,501 "
"Telephones and Communication","Red Wing","Small Box","1953","Penny Rose","Corporate","Technology","i470","2013-12-16","88347","Not Specified","55066","Central","22715","2013-12-16","Regular Air","Minnesota","7.00%","29.30%","1","10","56.00%","$477 ","$1,628 ","$5 ","$206 "
"Office Machines","Talladega","Medium Box","1955","Billy Bowden","Consumer","Technology","Canon MP41DH Printing Calculator","2011-11-08","89821","High","35160","South","19206","2011-11-09","Regular Air","Alabama","8.00%","-3.30%","1","38","38.00%","($186)","$5,648 ","$14 ","$151 "
"Computer Peripherals","Louisville","Small Box","1956","Justin Frank","Consumer","Technology","Targus USB Numeric Keypad","2010-12-19","89820","High","80027","West","23378","2010-12-21","Regular Air","Colorado","9.00%","-6.70%","1","19","74.00%","($50)","$747 ","$7 ","$41 "
"Tables","Louisville","Jumbo Drum","1956","Justin Frank","Consumer","Furniture","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","2012-05-05","89823","Not Specified","80027","West","24015","2012-05-07","Delivery Truck","Colorado","1.00%","37.50%","1","2","","$225 ","$600 ","$60 ","$349 "
"Telephones and Communication","Louisville","Wrap Bag","1956","Justin Frank","Consumer","Technology","Accessory34","2013-09-13","89826","High","80027","West","24473","2013-09-14","Regular Air","Colorado","0.00%","69.00%","1","16","55.00%","$871 ","$1,263 ","$1 ","$86 "
"Computer Peripherals","University City","Small Box","1957","Ted Crowder","Consumer","Technology","Micro Innovations Media Access Pro Keyboard","2010-10-07","89818","High","63130","Central","21638","2010-10-09","Regular Air","Missouri","9.00%","-499.70%","1","1","76.00%","($387)","$77 ","$4 ","$78 "
"Office Furnishings","University City","Small Pack","1957","Ted Crowder","Consumer","Furniture","Nu-Dell Executive Frame","2011-11-08","89821","High","63130","Central","19207","2011-11-09","Regular Air","Missouri","8.00%","8.30%","1","1","48.00%","$1 ","$17 ","$5 ","$13 "
"Computer Peripherals","University City","Small Box","1957","Ted Crowder","Consumer","Technology","Micro Innovations Micro 3000 Keyboard, Black","2013-06-02","89824","Not Specified","63130","Central","19711","2013-06-02","Regular Air","Missouri","10.00%","-32.90%","1","12","75.00%","($102)","$309 ","$6 ","$26 "
"Binders and Binder Accessories","University City","Small Box","1957","Ted Crowder","Consumer","Office Supplies","GBC Linen Binding Covers","2013-08-30","89825","Critical","63130","Central","19261","2013-08-31","Regular Air","Missouri","10.00%","31.30%","1","9","37.00%","$86 ","$275 ","$12 ","$31 "
"Telephones and Communication","University City","Small Box","1957","Ted Crowder","Consumer","Technology","KF 788","2013-10-07","89827","High","63130","Central","21639","2013-10-09","Express Air","Missouri","8.00%","36.70%","1","23","56.00%","$315 ","$859 ","$5 ","$46 "
"Pens  and  Art Supplies","University City","Wrap Bag","1957","Ted Crowder","Consumer","Office Supplies","Dixon Prang Watercolor Pencils, 10-Color Set with Brush","2013-11-01","89828","Low","63130","Central","22535","2013-11-05","Regular Air","Missouri","1.00%","68.40%","1","40","44.00%","$120 ","$175 ","$1 ","$4 "
