"Category","City","Container","Continent","Country_Region","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_Priority","Postal_Code","Region","Ship_Date","Ship_Mode","State","Customer_ID","Discount","Number_of_Records","Order_ID","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Computer Peripherals","Cairo","Small Box","Africa","Egypt","Malcolm Singleton","Home Office","Technology","Fellowes 17-key keypad for PS/2 interface","8/29/11","Low","","International","9/7/11","Regular Air","Al Qahirah","1,635","5.00","1","39,907","22","75.00","60","695","4","31"
"Office Machines","Pekin","Medium Box","North America","United States of America","Vanessa Winstead","Corporate","Technology","Canon MP41DH Printing Calculator","8/30/11","High","61554","Central","8/30/11","Regular Air","Illinois","573","2.00","1","86,559","4","38.00","66","610","14","151"
"Office Machines","Guangzhou","Medium Box","Asia","China","Stephen Johnston","Corporate","Technology","Canon MP41DH Printing Calculator","8/30/11","High","","International","8/30/11","Regular Air","Guangdong Sheng","571","2.00","1","32,229","14","38.00","293","2,134","14","151"
"Chairs and Chairmats","Elk Grove Village","Jumbo Drum","North America","United States of America","Ernest Dawson","Corporate","Furniture","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","8/30/11","Critical","60007","Central","8/31/11","Delivery Truck","Illinois","1,687","2.00","1","86,975","9","77.00","83","2,509","50","271"
"Chairs and Chairmats","Jalandhar","Jumbo Drum","Asia","India","Rebecca Larson","Corporate","Furniture","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","8/30/11","Critical","","International","8/31/11","Delivery Truck","Punjab","1,685","2.00","1","12,929","34","77.00","95","9,480","50","271"
"Office Furnishings","Albuquerque","Small Box","North America","United States of America","Lauren West","Corporate","Furniture","Staples Plastic Wall Frames","8/30/11","Critical","87105","West","8/31/11","Regular Air","New Mexico","2,007","7.00","1","88,803","16","41.00","19","122","5","8"
"Binders and Binder Accessories","Seoul","Small Box","Asia","Republic of Korea","Audrey Cline","Corporate","Office Supplies","GBC VeloBinder Strips","8/30/11","Critical","","International","8/31/11","Express Air","Soul","2,005","3.00","1","14,597","74","35.00","40","578","6","8"
"Binders and Binder Accessories","Albuquerque","Small Box","North America","United States of America","Lauren West","Corporate","Office Supplies","GBC VeloBinder Strips","8/30/11","Critical","87105","West","8/31/11","Express Air","New Mexico","2,007","3.00","1","88,803","18","35.00","35","141","6","8"
"Pens and Art Supplies","Pekin","Wrap Bag","North America","United States of America","Vanessa Winstead","Corporate","Office Supplies","Newell 310","8/30/11","High","61554","Central","8/31/11","Regular Air","Illinois","573","0.00","1","86,559","7","56.00","0","13","1","2"
"Pens and Art Supplies","Guangzhou","Wrap Bag","Asia","China","Stephen Johnston","Corporate","Office Supplies","Newell 310","8/30/11","High","","International","8/31/11","Regular Air","Guangdong Sheng","571","0.00","1","32,229","27","56.00","0","52","1","2"
"Paper","Elk Grove Village","Wrap Bag","North America","United States of America","Ernest Dawson","Corporate","Office Supplies","Spiral Phone Message Books with Labels by Adams","8/30/11","Critical","60007","Central","8/31/11","Regular Air","Illinois","1,687","0.00","1","86,975","9","36.00","30","43","1","4"
"Paper","Jalandhar","Wrap Bag","Asia","India","Rebecca Larson","Corporate","Office Supplies","Spiral Phone Message Books with Labels by Adams","8/30/11","Critical","","International","8/31/11","Regular Air","Punjab","1,685","0.00","1","12,929","36","36.00","132","172","1","4"
"Paper","Lahore","Small Box","Asia","Pakistan","Diane Horowitz Turner","Small Business","Office Supplies","Xerox 1963","8/30/11","High","","International","8/31/11","Regular Air","Punjab","2,474","3.00","1","44,613","81","40.00","136","442","8","5"
"Paper","Lahore","Small Box","Asia","Pakistan","Diane Horowitz Turner","Small Business","Office Supplies","Xerox 1934","8/30/11","High","","International","8/31/11","Regular Air","Punjab","2,474","7.00","1","44,613","61","36.00","2,641","3,430","5","56"
"Paper","Smyrna","Small Box","North America","United States of America","James Craft","Small Business","Office Supplies","Xerox 1934","8/30/11","High","30080","South","8/31/11","Regular Air","Georgia","2,475","7.00","1","91,529","15","36.00","87","843","5","56"
"Telephones and Communication","Lahore","Medium Box","Asia","Pakistan","Diane Horowitz Turner","Small Business","Technology","Bell Sonecor JB700 Caller ID","8/30/11","High","","International","8/31/11","Regular Air","Punjab","2,474","3.00","1","44,613","31","60.00","43","220","5","8"
"Telephones and Communication","Smyrna","Medium Box","North America","United States of America","James Craft","Small Business","Technology","Bell Sonecor JB700 Caller ID","8/30/11","High","30080","South","8/31/11","Regular Air","Georgia","2,475","3.00","1","91,529","8","60.00","141","57","5","8"
"Office Furnishings","Crown Point","Small Pack","North America","United States of America","Johnny Reid","Corporate","Furniture","Aluminum Document Frame","8/30/11","High","46307","Central","9/1/11","Regular Air","Indiana","696","10.00","1","89,851","1","55.00","4","14","3","12"
"Office Furnishings","Seattle","Small Pack","North America","United States of America","Nelson Hensley","Corporate","Furniture","Aluminum Document Frame","8/30/11","High","98105","West","9/1/11","Regular Air","Washington","698","10.00","1","30,372","2","55.00","7","29","3","12"
"Appliances","Findlay","Small Box","North America","United States of America","Kristin Hodge","Consumer","Office Supplies","Fellowes Command Center 5-outlet power strip","8/30/11","Low","45840","East","9/1/11","Express Air","Ohio","1,842","6.00","1","90,609","10","58.00","476","689","1","68"
"Appliances","Abidjan","Small Box","Africa","Cte-dIvoire","Fred Fletcher","Consumer","Office Supplies","Fellowes Command Center 5-outlet power strip","8/30/11","Low","","International","9/1/11","Express Air","R_gion des Lagunes","1,841","6.00","1","34,530","40","58.00","2,123","2,757","1","68"
"Tables","Findlay","Jumbo Box","North America","United States of America","Kristin Hodge","Consumer","Furniture","Iceberg OfficeWorks 42 Round Tables","8/30/11","Low","45840","East","9/4/11","Delivery Truck","Ohio","1,842","3.00","1","90,609","3","70.00","190","468","16","151"
"Tables","Abidjan","Jumbo Box","Africa","Cte-dIvoire","Fred Fletcher","Consumer","Furniture","Iceberg OfficeWorks 42 Round Tables","8/30/11","Low","","International","9/4/11","Delivery Truck","R_gion des Lagunes","1,841","3.00","1","34,530","13","70.00","219","2,029","16","151"
"Computer Peripherals","Findlay","Small Pack","North America","United States of America","Kristin Hodge","Consumer","Technology","Maxell Pro 80 Minute CD-R, 10/Pack","8/30/11","Low","45840","East","9/4/11","Regular Air","Ohio","1,842","9.00","1","90,609","17","45.00","189","274","2","17"
"Computer Peripherals","Abidjan","Small Pack","Africa","Cte-dIvoire","Fred Fletcher","Consumer","Technology","Maxell Pro 80 Minute CD-R, 10/Pack","8/30/11","Low","","International","9/4/11","Regular Air","R_gion des Lagunes","1,841","9.00","1","34,530","68","45.00","844","1,096","2","17"
"Scissors, Rulers and Trimmers","Rio de Janeiro","Small Pack","South America","Brazil","Raymond OConnor","Consumer","Office Supplies","Acme Box Cutter Scissors","8/31/11","High","","International","8/31/11","Regular Air","Rio de Janeiro","3,323","8.00","1","50,882","67","59.00","30","664","5","10"
"Scissors, Rulers and Trimmers","Coos Bay","Small Pack","North America","United States of America","Diane Barr","Consumer","Office Supplies","Acme Box Cutter Scissors","8/31/11","High","97420","West","8/31/11","Regular Air","Oregon","3,325","8.00","1","90,990","17","59.00","26","169","5","10"
"Labels","Santa Clara","Small Box","North America","United States of America","Christopher Bryant","Consumer","Office Supplies","Avery 49","8/31/11","Low","95051","West","9/2/11","Regular Air","California","637","1.00","1","87,955","17","36.00","34","49","1","3"
"Labels","Seattle","Small Box","North America","United States of America","Neal Wolfe","Consumer","Office Supplies","Avery 49","8/31/11","Low","98119","West","9/2/11","Regular Air","Washington","640","1.00","1","17,542","67","36.00","43","192","1","3"
"Paper","Lagos","Small Box","Africa","Nigeria","Marlene Patterson","Small Business","Office Supplies","Xerox 213","8/31/11","Not Specified","","International","9/2/11","Regular Air","Lagos State","520","5.00","1","33,634","72","37.00","91","488","8","6"
"Paper","Redmond","Small Box","North America","United States of America","Aaron Riggs","Small Business","Office Supplies","Xerox 213","8/31/11","Not Specified","97756","West","9/2/11","Regular Air","Oregon","522","5.00","1","89,328","18","37.00","79","122","8","6"
"Scissors, Rulers and Trimmers","Lafayette","Wrap Bag","North America","United States of America","Elisabeth Gorman","Small Business","Office Supplies","Serrated Blade or Curved Handle Hand Letter Openers","9/1/11","Medium","70506","South","9/1/11","Regular Air","Louisiana","2,497","5.00","1","89,725","19","84.00","26","59","2","3"
"Telephones and Communication","Lansing","Small Box","North America","United States of America","Caroline Stone","Consumer","Technology","2160i","9/1/11","Not Specified","60438","Central","9/2/11","Regular Air","Illinois","2,718","8.00","1","89,397","18","59.00","1,865","3,055","4","201"
"Telephones and Communication","Buenos Aires","Small Box","South America","Argentina","Melanie Baker Barker","Consumer","Technology","2160i","9/1/11","Not Specified","","International","9/2/11","Regular Air","Province de Buenos Aires","2,716","8.00","1","45,217","73","59.00","1,865","12,392","4","201"
"Scissors, Rulers and Trimmers","Colchester","Small Pack","North America","United States of America","Russell Chen","Home Office","Office Supplies","Elite 5 Scissors","9/1/11","Low","5439","East","9/6/11","Regular Air","Vermont","2,523","7.00","1","87,035","20","55.00","204","165","8","8"
"Scissors, Rulers and Trimmers","Kimberley","Small Pack","Africa","South Africa","Colleen Sherrill","Home Office","Office Supplies","Elite 5 Scissors","9/1/11","Low","","International","9/6/11","Regular Air","Northern Cape","2,504","7.00","1","17,410","82","55.00","204","678","8","8"
"Telephones and Communication","Boston","Small Box","North America","United States of America","Brad Teague","Home Office","Technology","5180","9/1/11","Low","2111","East","9/6/11","Express Air","Massachusetts","2,511","4.00","1","87,035","2","56.00","247","114","9","66"
"Telephones and Communication","Kimberley","Small Box","Africa","South Africa","Colleen Sherrill","Home Office","Technology","5180","9/1/11","Low","","International","9/6/11","Express Air","Northern Cape","2,504","4.00","1","17,410","9","56.00","247","512","9","66"
"Binders and Binder Accessories","Guangzhou","Small Box","Asia","China","Stacy Fitzpatrick","Corporate","Office Supplies","Avery Reinforcements for Hole-Punch Pages","9/1/11","Low","","International","9/8/11","Regular Air","Guangdong Sheng","1,449","5.00","1","47,683","69","40.00","149","149","5","2"
"Binders and Binder Accessories","South Lake Tahoe","Small Box","North America","United States of America","Veronica Peck","Corporate","Office Supplies","Avery Reinforcements for Hole-Punch Pages","9/1/11","Low","96150","West","9/8/11","Regular Air","California","1,450","5.00","1","86,742","17","40.00","149","37","5","2"
"Pens and Art Supplies","Cleveland Heights","Wrap Bag","North America","United States of America","Carlos Hess","Home Office","Office Supplies","Prismacolor Color Pencil Set","9/2/11","Medium","44106","East","9/2/11","Regular Air","Ohio","263","3.00","1","86,301","20","44.00","265","398","4","20"
"Pens and Art Supplies","Cleveland Heights","Wrap Bag","North America","United States of America","Carlos Hess","Home Office","Office Supplies","Quartet Omega Colored Chalk, 12/Pack","9/2/11","Medium","44106","East","9/2/11","Regular Air","Ohio","263","8.00","1","86,301","1","38.00","2","7","1","6"
"Pens and Art Supplies","Warsaw","Wrap Bag","Europe","Poland","Calvin Moser","Home Office","Office Supplies","Prismacolor Color Pencil Set","9/2/11","Medium","","International","9/2/11","Regular Air","Mazowieckie","261","3.00","1","28,064","78","44.00","265","1,554","4","20"
"Pens and Art Supplies","Warsaw","Wrap Bag","Europe","Poland","Calvin Moser","Home Office","Office Supplies","Quartet Omega Colored Chalk, 12/Pack","9/2/11","Medium","","International","9/2/11","Regular Air","Mazowieckie","261","8.00","1","28,064","2","38.00","2","14","1","6"
"Chairs and Chairmats","Johannesburg","Jumbo Drum","Africa","South Africa","Paige Hawley","Corporate","Furniture","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","9/3/11","High","","International","9/4/11","Delivery Truck","Gauteng","1,710","3.00","1","2,593","27","55.00","691","6,915","43","244"
"Chairs and Chairmats","Marietta","Jumbo Drum","North America","United States of America","Sharon Long","Corporate","Furniture","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","9/3/11","High","30062","South","9/4/11","Delivery Truck","Georgia","1,711","3.00","1","87,752","7","55.00","101","1,793","43","244"
"Chairs and Chairmats","Centereach","Jumbo Drum","North America","United States of America","Patrick Hendrix","Small Business","Furniture","Global Leather and Oak Executive Chair, Burgundy","9/3/11","Critical","11720","East","9/4/11","Delivery Truck","New York","1,025","2.00","1","89,010","5","77.00","423","821","60","151"
"Chairs and Chairmats","Medellin","Jumbo Drum","South America","Colombia","Justin Day","Small Business","Furniture","Global Leather and Oak Executive Chair, Burgundy","9/3/11","Critical","","International","9/4/11","Delivery Truck","Antioquia","1,024","2.00","1","16,513","18","77.00","423","2,956","60","151"
