Category,City,Container,Continent,Country Region,Customer Id,Customer Name,Customer Segment,Department,Item,Order Date,Order Id,Order Priority,Postal Code,Region,Row Id,Ship Date,Ship Mode,State,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Appliances,Jeddah,Small Box,Asia,Saudi Arabia,3329,Patsy Merritt,Corporate,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,6/19/11,870,Not Specified,,International,5136,6/19/11,Regular Air,Makkah,0.04,1,35,0.59,"1,946","2,528",4,71
Binders and Binder Accessories,Guangzhou,Small Box,Asia,China,312,Diana Griffin,Corporate,Office Supplies,Avery Hole Reinforcements,3/3/13,35968,Not Specified,,International,12198,3/5/13,Regular Air,Guangdong Sheng,0.05,1,21,0.36,-74,141,7,6
Binders and Binder Accessories,Guangzhou,Small Box,Asia,China,1449,Stacy Fitzpatrick,Corporate,Office Supplies,Wilson Jones DublLock D-Ring Binders,2/19/12,9696,Not Specified,,International,7825,2/21/12,Regular Air,Guangdong Sheng,0.02,1,17,0.35,14,125,3,7
Binders and Binder Accessories,Shenyang,Small Box,Asia,China,2074,Scott Beasley Oakley,Corporate,Office Supplies,GBC VeloBinder Strips,8/3/13,26691,Not Specified,,International,14545,8/4/13,Regular Air,Liaoning Sheng,0.07,1,74,0.35,110,541,6,8
Binders and Binder Accessories,Zibo,Small Box,Asia,China,3377,Katherine Kendall,Corporate,Office Supplies,Surelock Post Binders,12/20/13,8803,Not Specified,,International,16659,12/23/13,Regular Air,Shandong Sheng,0.02,1,34,0.35,792,"1,028",3,31
Binders and Binder Accessories,Shanghai,Small Box,Asia,China,548,Maureen Knowles,Corporate,Office Supplies,"Wilson Jones Hanging View Binder, White, 1",7/20/10,55846,Not Specified,,International,1908,7/20/10,Regular Air,Shanghai Shi,0.02,1,36,0.39,-66,265,6,7
Binders and Binder Accessories,Tianjin,Small Box,Asia,China,3130,Kristen Brown,Corporate,Office Supplies,Ibico Hi-Tech Manual Binding System,12/8/10,47617,Not Specified,,International,3226,12/9/10,Regular Air,Tianjin Shi,0.09,1,31,0.4,"7,022","9,120",20,305
Binders and Binder Accessories,Surat,Small Box,Asia,India,3219,Geraldine Kendall Kane,Corporate,Office Supplies,GBC Poly Designer Binding Covers,2/15/13,54371,Not Specified,,International,11974,2/17/13,Regular Air,Gujarat,0.05,1,7,0.36,6,119,5,17
Binders and Binder Accessories,Delhi,Small Box,Asia,India,2008,Evan McPherson,Corporate,Office Supplies,Avery Printable Repositionable Plastic Tabs,4/18/13,1221,Not Specified,,International,12913,4/18/13,Regular Air,National Capital Territory of Delhi,0.06,1,1,0.38,-14,15,6,9
Binders and Binder Accessories,Delhi,Small Box,Asia,India,2008,Evan McPherson,Corporate,Office Supplies,GBC DocuBind TL300 Electric Binding System,4/18/13,1221,Not Specified,,International,12914,4/20/13,Regular Air,National Capital Territory of Delhi,0.03,1,11,0.38,"3,725","10,145",20,897
Binders and Binder Accessories,Delhi,Small Box,Asia,India,2008,Evan McPherson,Corporate,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4/18/13,1221,Not Specified,,International,12915,4/20/13,Regular Air,National Capital Territory of Delhi,0.08,1,16,0.35,-58,68,5,4
Binders and Binder Accessories,Delhi,Small Box,Asia,India,1489,Bruce Ellis,Corporate,Office Supplies,Wilson Jones Four-Pocket Poly Binders,9/11/12,27169,Not Specified,,International,10030,9/12/12,Regular Air,National Capital Territory of Delhi,0.01,1,31,0.36,-29,213,5,7
Binders and Binder Accessories,Jalandhar,Small Box,Asia,India,1235,Dianne S Wolfe,Corporate,Office Supplies,Fellowes Binding Cases,2/14/12,22849,Not Specified,,International,7767,2/15/12,Regular Air,Punjab,0.08,1,30,0.4,3,339,6,12
Binders and Binder Accessories,Jaipur,Small Box,Asia,India,481,Jason Vincent,Corporate,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,10/23/10,34631,Not Specified,,International,2817,10/24/10,Regular Air,Rajhasthan,0.06,1,9,0.4,-27,40,6,3
Binders and Binder Accessories,Jakarta,Small Box,Asia,Indonesia,1951,Amy Barefoot,Corporate,Office Supplies,Binder Posts,12/16/13,33570,Not Specified,,International,16619,12/18/13,Regular Air,Jakarta,0.05,1,92,0.39,180,532,5,6
Binders and Binder Accessories,Baghdad,Small Box,Asia,Iraq,2742,Lloyd Mitchell,Corporate,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,12/15/13,7427,Not Specified,,International,16604,12/16/13,Regular Air,Baghdad,0.01,1,18,0.35,281,365,1,19
Binders and Binder Accessories,Lahore,Small Box,Asia,Pakistan,1911,Bernard Lynch,Corporate,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,10/30/11,1888,Not Specified,,International,6554,10/31/11,Regular Air,Punjab,0.09,1,63,0.37,-138,285,5,5
Binders and Binder Accessories,Karachi,Small Box,Asia,Pakistan,861,Kristin Dolan,Corporate,Office Supplies,Staples General Use 3-Ring Binders,10/28/12,34082,Not Specified,,International,10524,10/29/12,Regular Air,Sindh,0.07,1,39,0.37,-12,75,1,2
Binders and Binder Accessories,Karachi,Small Box,Asia,Pakistan,2772,Matthew Stuart,Corporate,Office Supplies,Wilson Jones Impact Binders,3/26/10,46407,Not Specified,,International,838,3/28/10,Regular Air,Sindh,0.1,1,7,0.36,-29,38,6,5
Binders and Binder Accessories,Manila,Small Box,Asia,Philippines,2263,Jack Thornton,Corporate,Office Supplies,Recycled Premium Regency Composition Covers,4/4/13,15142,Not Specified,,International,12684,4/6/13,Regular Air,Rgion Capitale Nationale,0.07,1,21,0.36,-52,330,11,15
Binders and Binder Accessories,Seoul,Small Box,Asia,Republic of Korea,2239,Jim M Merrill,Corporate,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,12/24/13,16005,Not Specified,,International,16702,12/26/13,Regular Air,Soul,0.09,1,14,0.37,42,102,5,7
Binders and Binder Accessories,Seoul,Small Box,Asia,Republic of Korea,2005,Audrey Cline,Corporate,Office Supplies,Self-Adhesive Ring Binder Labels,5/19/12,39586,Not Specified,,International,8781,5/21/12,Regular Air,Soul,0.04,1,2,0.38,-5,21,7,4
Binders and Binder Accessories,Riyadh,Small Box,Asia,Saudi Arabia,273,Albert Xu,Corporate,Office Supplies,Recycled Premium Regency Composition Covers,7/24/10,29667,Not Specified,,International,1949,7/25/10,Regular Air,Ar Riyad,0.09,1,17,0.36,-52,261,11,15
Binders and Binder Accessories,Jeddah,Small Box,Asia,Saudi Arabia,3329,Patsy Merritt,Corporate,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Dark Blue",7/9/13,37696,Not Specified,,International,14167,7/11/13,Regular Air,Makkah,0.04,1,7,0.36,-47,34,5,4
Binders and Binder Accessories,Singapore,Small Box,Asia,Singapore,3052,Kimberly Johnson,Corporate,Office Supplies,Heavy-Duty E-Z-D Binders,5/21/12,25280,Not Specified,,International,8822,5/23/12,Regular Air,Singapur,0.01,1,25,0.38,37,280,3,11
Binders and Binder Accessories,Singapore,Small Box,Asia,Singapore,30,Dennis Nixon,Corporate,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,6/15/10,40006,Not Specified,,International,1595,6/17/10,Regular Air,Singapur,0.03,1,53,0.35,-158,239,5,4
Binders and Binder Accessories,Istanbul,Small Box,Asia,Turkey,1774,Molly Watson,Corporate,Office Supplies,GBC Standard Plastic Binding Systems Combs,9/13/12,40871,Not Specified,,International,10063,9/15/12,Regular Air,Istanbul,0.03,1,62,0.36,-6,570,6,9
Envelopes,Guangzhou,Small Box,Asia,China,1449,Stacy Fitzpatrick,Corporate,Office Supplies,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,9/16/10,43974,Not Specified,,International,2468,9/17/10,Regular Air,Guangdong Sheng,0.03,1,15,0.36,16,120,1,8
Envelopes,Guangzhou,Small Box,Asia,China,2389,Charlene York,Corporate,Office Supplies,"Tyvek  Top-Opening Peel  and  Seel Envelopes, Plain White",5/25/10,39335,Not Specified,,International,1423,5/27/10,Regular Air,Guangdong Sheng,0.1,1,49,0.38,204,"1,282",8,27
Envelopes,Tianjin,Small Box,Asia,China,1431,Ronnie Kessler OConnor,Corporate,Office Supplies,"Staples #10 Laser  and  Inkjet Envelopes, 4 1/8 x 9 1/2, 100/Box",3/5/10,12934,Not Specified,,International,631,3/6/10,Regular Air,Tianjin Shi,0.05,1,45,0.39,187,440,1,10
Envelopes,Ahmedabad,Small Box,Asia,India,2845,Lynne Solomon Lawson,Corporate,Office Supplies,Staples Standard Envelopes,4/1/13,18208,Not Specified,,International,12653,4/3/13,Regular Air,Gujarat,0.06,1,34,0.38,65,197,1,6
Envelopes,Ahmedabad,Small Box,Asia,India,2845,Lynne Solomon Lawson,Corporate,Office Supplies,Tyvek Side-Opening Peel  and  Seel Expanding Envelopes,4/9/10,27491,Not Specified,,International,989,4/11/10,Regular Air,Gujarat,0.04,1,11,0.4,186,985,20,90
Envelopes,Delhi,Small Box,Asia,India,1147,Nelson Erickson,Corporate,Office Supplies,#10- 4 1/8 x 9 1/2 Recycled Envelopes,9/29/11,37829,Not Specified,,International,6218,10/1/11,Regular Air,National Capital Territory of Delhi,0,1,51,0.38,-85,470,8,9
Envelopes,Kolkata,Small Box,Asia,India,82,Roberta McPherson Barnett,Corporate,Office Supplies,Quality Park Security Envelopes,10/29/13,37669,Not Specified,,International,15947,10/31/13,Regular Air,West Bengal,0.08,1,65,0.38,402,"1,690",1,26
Envelopes,Tokyo,Small Box,Asia,Japan,634,Hugh Scott,Corporate,Office Supplies,Wausau Papers Astrobrights Colored Envelopes,11/17/11,38625,Not Specified,,International,6736,11/19/11,Regular Air,Tokyo,0.02,1,41,0.36,60,249,3,6
Envelopes,Riyadh,Small Box,Asia,Saudi Arabia,2461,Audrey Cain,Corporate,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",7/29/13,26310,Not Specified,,International,14461,7/31/13,Regular Air,Ar Riyad,0.05,1,7,0.38,34,108,1,16
Envelopes,Riyadh,Small Box,Asia,Saudi Arabia,1210,Lois Morse,Corporate,Office Supplies,#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes,1/18/10,48199,Not Specified,,International,232,1/21/10,Regular Air,Ar Riyad,0.1,1,47,0.4,112,672,1,16
Labels,Ahmedabad,Small Box,Asia,India,2068,Janet May,Corporate,Office Supplies,Avery 481,8/1/10,18179,Not Specified,,International,2025,8/2/10,Regular Air,Gujarat,0.04,1,43,0.37,101,131,1,3
Labels,Delhi,Small Box,Asia,India,536,Pat Quinn,Corporate,Office Supplies,Avery 491,3/10/13,53156,Not Specified,,International,12306,3/11/13,Regular Air,National Capital Territory of Delhi,0.07,1,47,0.39,56,187,1,4
Labels,Tokyo,Small Box,Asia,Japan,22,Jose Block,Corporate,Office Supplies,Avery 481,1/30/11,52196,Not Specified,,International,3705,1/31/11,Regular Air,Tokyo,0.08,1,1,0.37,-2,4,1,3
Labels,Tokyo,Small Box,Asia,Japan,3040,Mitchell H Beach,Corporate,Office Supplies,Avery 487,4/5/13,21856,Not Specified,,International,12694,4/7/13,Regular Air,Tokyo,0.05,1,47,0.38,72,169,1,4
Labels,Tokyo,Small Box,Asia,Japan,484,Charlotte Yu,Corporate,Office Supplies,Avery 49,3/18/13,19299,Not Specified,,International,12420,3/20/13,Regular Air,Tokyo,0.05,1,10,0.36,8,29,1,3
Labels,Karachi,Small Box,Asia,Pakistan,1,Maurice Lang,Corporate,Office Supplies,Avery 49,5/28/12,4132,Not Specified,,International,8909,5/30/12,Regular Air,Sindh,0.01,1,8,0.36,1,24,1,3
Labels,Jeddah,Small Box,Asia,Saudi Arabia,334,Melvin George,Corporate,Office Supplies,Avery 491,9/5/11,9639,Not Specified,,International,5924,9/5/11,Regular Air,Makkah,0.09,1,20,0.39,7,79,1,4
Paper,Beijing,Small Box,Asia,China,2255,Gina Stokes,Corporate,Office Supplies,Xerox 1887,8/4/11,19748,Not Specified,,International,5604,8/5/11,Regular Air,Beijing,0.01,1,11,0.37,88,229,5,19
Paper,Beijing,Small Box,Asia,China,51,Molly Warren,Corporate,Office Supplies,Xerox 1903,9/10/10,3746,Not Specified,,International,2399,9/11/10,Regular Air,Beijing,0.02,1,69,0.36,-67,447,6,6
Paper,Beijing,Small Box,Asia,China,2288,Tracy Floyd,Corporate,Office Supplies,Xerox 1927,8/22/13,3361,Not Specified,,International,14875,8/22/13,Regular Air,Beijing,0.06,1,98,0.4,275,427,7,4
Paper,Guangzhou,Small Box,Asia,China,677,Robert Terrell,Corporate,Office Supplies,Xerox 1939,4/7/12,22375,Not Specified,,International,8301,4/8/12,Regular Air,Guangdong Sheng,0.04,1,48,0.37,66,911,10,19
Paper,Guangzhou,Small Box,Asia,China,1449,Stacy Fitzpatrick,Corporate,Office Supplies,Xerox 1973,3/11/13,46631,Not Specified,,International,12321,3/13/13,Regular Air,Guangdong Sheng,0.05,1,39,0.39,-122,931,17,23
Paper,Guangzhou,Small Box,Asia,China,203,Catherine Underwood,Corporate,Office Supplies,Xerox 1992,5/16/11,6438,Not Specified,,International,4784,5/17/11,Regular Air,Guangdong Sheng,0.06,1,55,0.36,-66,326,5,6
Paper,Zibo,Small Box,Asia,China,3377,Katherine Kendall,Corporate,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),10/7/13,58181,Not Specified,,International,15625,10/9/13,Regular Air,Shandong Sheng,0.04,1,11,0.36,-22,80,7,6
Paper,Shanghai,Small Box,Asia,China,2113,Kristin Ellis,Corporate,Office Supplies,Xerox 1992,4/25/12,59271,Not Specified,,International,8528,4/27/12,Regular Air,Shanghai Shi,0.02,1,26,0.36,-37,163,5,6
Paper,Taiyuan,Small Box,Asia,China,192,Robyn Stafford,Corporate,Office Supplies,Xerox 1996,1/10/10,44391,Not Specified,,International,121,1/11/10,Regular Air,Shanxi Sheng,0.02,1,16,0.37,-136,113,9,6
Paper,Hong Kong,Small Box,Asia,Hong Kong,2396,Dale Dyer,Corporate,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,8/24/11,51879,Not Specified,,International,5801,8/25/11,Regular Air,Hong Kong,0.01,1,83,0.37,"1,377","1,789",9,20
Paper,Hong Kong,Small Box,Asia,Hong Kong,2226,Tiffany Khan,Corporate,Office Supplies,Xerox 20,7/3/11,49221,Not Specified,,International,5274,7/4/11,Regular Air,Hong Kong,0.02,1,49,0.37,-103,331,7,6
Paper,Bangalore,Small Box,Asia,India,1780,Warren Vaughn,Corporate,Office Supplies,"Array Parchment Paper, Assorted Colors",12/12/13,59781,Not Specified,,International,16574,12/13/13,Regular Air,Karnataka,0.1,1,48,0.37,267,346,11,7
Paper,Delhi,Small Box,Asia,India,1489,Bruce Ellis,Corporate,Office Supplies,"1/4 Fold Party Design Invitations  and  White Envelopes, 24 8-1/2 X 11 Cards, 25 Env./Pack",10/30/13,15872,Not Specified,,International,15963,11/1/13,Regular Air,National Capital Territory of Delhi,0,1,48,0.38,-27,393,6,7
Paper,Delhi,Small Box,Asia,India,1489,Bruce Ellis,Corporate,Office Supplies,Xerox 1893,10/30/13,15872,Not Specified,,International,15964,10/31/13,Regular Air,National Capital Territory of Delhi,0.1,1,40,0.36,24,"1,512",17,41
Paper,Jalandhar,Small Box,Asia,India,3178,Louise Hong,Corporate,Office Supplies,Southworth 25% Cotton Linen-Finish Paper  and  Envelopes,10/4/13,51333,Not Specified,,International,15565,10/6/13,Regular Air,Punjab,0.07,1,53,0.4,-118,503,10,9
Paper,Jalandhar,Small Box,Asia,India,1895,Brad McClure,Corporate,Office Supplies,Xerox 1993,6/6/12,25412,Not Specified,,International,8998,6/8/12,Regular Air,Punjab,0.01,1,30,0.36,-149,216,10,6
Paper,Kolkata,Small Box,Asia,India,2590,Melvin Hampton,Corporate,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",12/28/12,37861,Not Specified,,International,11235,12/30/12,Regular Air,West Bengal,0.09,1,64,0.4,"1,509","1,960",6,31
Paper,Jakarta,Small Box,Asia,Indonesia,1951,Amy Barefoot,Corporate,Office Supplies,Xerox 1978,5/28/12,12355,Not Specified,,International,8911,5/29/12,Regular Air,Jakarta,0.03,1,57,0.36,-81,332,6,6
Paper,Tokyo,Small Box,Asia,Japan,3122,Joe Kumar,Corporate,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),4/15/13,1826,Not Specified,,International,12866,4/16/13,Regular Air,Tokyo,0.09,1,5,0.36,-14,28,5,5
Paper,Tokyo,Small Box,Asia,Japan,2057,Janice Reese,Corporate,Office Supplies,Xerox 1977,12/10/12,57510,Not Specified,,International,11036,12/10/12,Regular Air,Tokyo,0.01,1,12,0.37,9,96,5,7
Paper,Tokyo,Small Box,Asia,Japan,2768,Charlotte Crabtree,Corporate,Office Supplies,Xerox 1981,5/5/12,49346,Not Specified,,International,8656,5/6/12,Regular Air,Tokyo,0.04,1,79,0.4,-118,437,6,5
Paper,Osaka,Small Box,Asia,Japan,3164,Edna Burgess,Corporate,Office Supplies,Xerox 1922,6/19/10,9954,Not Specified,,International,1632,6/21/10,Regular Air,_saka,0,1,59,0.36,-250,308,7,5
Paper,Osaka,Small Box,Asia,Japan,1801,Heidi Fisher,Corporate,Office Supplies,Xerox 216,8/15/10,56260,Not Specified,,International,2173,8/16/10,Regular Air,_saka,0.03,1,61,0.37,84,401,8,6
Paper,Lahore,Small Box,Asia,Pakistan,2679,Michael Jackson,Corporate,Office Supplies,Xerox 217,9/21/11,25056,Not Specified,,International,6113,9/23/11,Regular Air,Punjab,0,1,75,0.37,-152,540,8,6
Paper,Karachi,Small Box,Asia,Pakistan,201,Jeanette Clayton,Corporate,Office Supplies,Xerox 1933,4/27/10,29380,Not Specified,,International,1159,4/28/10,Regular Air,Sindh,0.09,1,13,0.38,2,150,5,12
Paper,Manila,Small Box,Asia,Philippines,1051,Mike Flynn,Corporate,Office Supplies,Xerox 1883,5/25/10,59072,Not Specified,,International,1425,5/26/10,Regular Air,Rgion Capitale Nationale,0.08,1,32,0.39,175,839,6,26
Paper,Seoul,Small Box,Asia,Republic of Korea,1270,Jessica Hines,Corporate,Office Supplies,Xerox 2,12/9/13,3680,Not Specified,,International,16493,12/11/13,Regular Air,Soul,0.09,1,54,0.37,122,356,6,6
Paper,Riyadh,Small Box,Asia,Saudi Arabia,2461,Audrey Cain,Corporate,Office Supplies,Xerox 1974,7/29/13,26310,Not Specified,,International,14462,7/30/13,Regular Air,Ar Riyad,0.09,1,27,0.36,-89,160,5,6
Paper,Singapore,Small Box,Asia,Singapore,118,Hannah Page,Corporate,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,12/17/11,2659,Not Specified,,International,7114,12/19/11,Regular Air,Singapur,0.08,1,93,0.37,279,"1,640",9,19
Pens  and  Art Supplies,Ahmedabad,Small Box,Asia,India,2845,Lynne Solomon Lawson,Corporate,Office Supplies,Hunt Boston Vacuum Mount KS Pencil Sharpener,4/9/13,27491,Not Specified,,International,12744,4/11/13,Regular Air,Gujarat,0.09,1,2,0.59,-52,75,8,35
Storage  and  Organization,Guangzhou,Small Box,Asia,China,564,Dale L Wilson,Corporate,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,2/6/11,33703,Not Specified,,International,3791,2/7/11,Regular Air,Guangdong Sheng,0,1,25,0.7,56,802,7,30
Storage  and  Organization,Zibo,Small Box,Asia,China,3377,Katherine Kendall,Corporate,Office Supplies,Fellowes Staxonsteel Drawer Files,12/20/13,8803,Not Specified,,International,16658,12/21/13,Regular Air,Shandong Sheng,0.07,1,12,0.71,287,"2,368",20,193
Storage  and  Organization,Tianjin,Small Box,Asia,China,1431,Ronnie Kessler OConnor,Corporate,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",6/14/11,53703,Not Specified,,International,5081,6/15/11,Regular Air,Tianjin Shi,0.06,1,21,0.73,-52,"2,949",20,141
Storage  and  Organization,Jalandhar,Small Box,Asia,India,1235,Dianne S Wolfe,Corporate,Office Supplies,Eldon Shelf Savers Cubes and Bins,2/14/12,22849,Not Specified,,International,7769,2/16/12,Regular Air,Punjab,0.01,1,30,0.83,-220,220,10,7
Storage  and  Organization,Hyderabad,Small Box,Asia,India,1576,Kara Whitley,Corporate,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",5/4/12,25955,Not Specified,,International,8639,5/6/12,Regular Air,State of Andhra Pradesh,0.03,1,16,0.59,-40,273,8,16
Storage  and  Organization,Kolkata,Small Box,Asia,India,2590,Melvin Hampton,Corporate,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2/4/11,27141,Not Specified,,International,3770,2/5/11,Regular Air,West Bengal,0.06,1,28,0.57,300,"1,646",10,60
